Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Team,Round,Pick,side,category,pos_abbr,school_abbr,overall,pos_rk,ovr_rk,grade
Jordan Thomas-01,1.0,72,186,4.64,38.0,4.0,124.0,6.28,3.94,2018,NaN,,,NaN,NaN,NaN,NaN,,,,
Pisa Tinoisamoa,6.0,72,231,4.65,34.5,19.0,111.0,6.97,4.07,2003,24.0,2,43,1.0,4.0,9.0,65.0,43,NA,NA,NA
Stephon Heyer,4.0,78,334,5.59,,30.0,94.0,,,2007,NaN,,,NaN,NaN,3.0,38.0,NA,21,245,39
"Odell Beckham, Jr.",0.0,71,198,4.38,38.5,7.0,122.0,6.69,3.94,2014,30.0,1,12,NaN,NaN,NaN,NaN,,,,
Malaefou MacKenzie,2.0,70,233,4.67,,,,,,2003,20.0,7,218,0.0,5.0,1.0,3.0,218,NA,NA,NA
Dewayne Robertson,5.0,73,317,5.15,,,,,,2003,25.0,1,4,1.0,1.0,4.0,54.0,4,NA,NA,NA
Brandon Doman,8.0,74,210,4.81,32.5,,106.0,6.9,4.08,2002,4.0,5,163,0.0,7.0,11.0,55.0,163,NA,NA,NA
Beniquez Brown,6.0,73,229,4.77,31.0,18.0,110.0,7.07,4.28,2016,NaN,,,NaN,NaN,13.0,30.0,NA,14,233,47
Tyler Eifert,9.0,77,250,4.68,35.5,22.0,119.0,6.92,4.32,2013,12.0,1,21,0.0,6.0,8.0,11.0,21,1,13,93
Scott Mruczkowski,13.0,76,321,5.29,,28.0,,,,2005,31.0,7,242,0.0,2.0,14.0,142.0,242,5,134,66
Kevin Johnson,1.0,72,188,4.52,41.5,,130.0,6.79,3.89,2015,16.0,1,16,0.0,3.0,0.0,48.0,32,NA,NA,NA
Leander Jordan,7.0,76,330,5.46,31.0,25.0,104.0,7.91,4.76,2000,9.0,3,82,0.0,2.0,7.0,85.0,82,NA,NA,NA
Branden Albert,7.0,78,309,5.17,26.0,23.0,111.0,7.97,4.78,2008,29.0,1,15,0.0,2.0,7.0,41.0,15,1,12,95
Austin Rehkow,14.0,75,214,,,,,,,2017,NaN,,,NaN,NaN,NaN,NaN,,,,
Trey Millard,15.0,74,247,4.64,,,,,,2014,4.0,7,245,0.0,5.0,16.0,10.0,245,1,248,40
Andrew Tiller,7.0,76,324,5.44,23.0,16.0,85.0,7.92,4.8,2012,27.0,6,179,0.0,2.0,7.0,48.0,179,15,193,47
Vinny Sutherland,0.0,69,192,4.48,,,,,,2001,21.0,5,136,0.0,3.0,0.0,47.0,136,NA,NA,NA
Lorenzo Mauldin,6.0,76,259,4.85,32.0,23.0,112.0,7.47,4.58,2015,25.0,3,82,1.0,4.0,10.0,22.0,82,12,117,66
Nick Boyle,9.0,76,268,5.04,30.5,20.0,112.0,7.13,4.23,2015,1.0,5,171,0.0,6.0,8.0,116.0,171,11,183,49
Corey Linsley,13.0,75,296,5.24,27.0,36.0,,,,2014,5.0,5,161,0.0,2.0,14.0,2.0,161,11,NA,30
D.J. Hayden,1.0,71,191,4.4,,,,,,2013,23.0,1,12,1.0,0.0,6.0,78.0,12,NA,NA,NA
Brandon McGee,1.0,71,193,4.4,33.5,14.0,119.0,6.71,4.18,2013,24.0,5,149,1.0,0.0,6.0,8.0,149,27,200,50
Jordan Tripp,6.0,75,234,4.67,37.5,22.0,120.0,6.89,3.96,2014,18.0,5,171,1.0,4.0,NaN,NaN,,,,
Ty Sambrailo,4.0,78,311,5.36,29.0,23.0,97.0,7.54,4.58,2015,13.0,2,59,0.0,2.0,3.0,76.0,59,11,90,70
Josh Allen,8.0,77,237,4.75,33.5,,119.0,6.9,4.4,2018,NaN,,,1.0,4.0,11.0,103.0,7,3,10,92
Tony Pape,4.0,78,323,5.36,27.0,26.0,97.0,8.01,4.6,2004,NaN,,,0.0,2.0,3.0,13.0,221,19,241,47
Ameer Abdullah,2.0,69,205,4.6,42.5,24.0,130.0,6.79,3.95,2015,15.0,2,54,0.0,5.0,1.0,19.0,54,3,44,85
Aaron Humphrey,3.0,75,254,5.1,34.0,21.0,119.0,,,2000,NaN,,,NaN,NaN,NaN,NaN,,,,
James Newson,0.0,73,213,4.76,31.5,,116.0,7.41,,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Josh Hubner,14.0,76,232,5.06,,13.0,,,,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
Mike Reilly,8.0,75,214,4.74,30.5,,109.0,6.76,4.11,2009,NaN,,,1.0,4.0,NaN,NaN,,,,
Ed Hinkel,0.0,72,190,4.54,34.0,,116.0,6.97,4.1,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Lawrence Thomas,5.0,75,286,4.98,35.0,,113.0,,,2016,NaN,,,NaN,NaN,2.0,31.0,NA,28,307,35
Nathan Peterman,8.0,74,226,4.82,31.0,,110.0,7.14,4.31,2017,7.0,5,171,0.0,7.0,11.0,39.0,171,6,69,77
Nick Deluca,6.0,75,251,4.85,29.5,18.0,112.0,7.09,4.23,2018,NaN,,,NaN,NaN,NaN,NaN,,,,
Jimmy Wilkerson,3.0,75,271,4.91,34.5,29.0,114.0,7.45,4.4,2003,29.0,6,189,1.0,1.0,2.0,10.0,189,NA,NA,NA
Marqueston Huff,11.0,71,196,4.49,35.5,15.0,118.0,7.26,4.19,2014,10.0,4,122,1.0,0.0,6.0,103.0,122,16,108,66
Anwar Phillips,1.0,72,193,4.6,,,,,,2006,NaN,,,NaN,NaN,6.0,0.0,NA,17,135,63
Jason Verrett,1.0,69,189,4.38,39.0,,128.0,6.69,4.0,2014,31.0,1,25,1.0,0.0,6.0,49.0,25,4,23,90
Andy Gallik,13.0,74,306,5.5,27.0,29.0,96.0,7.66,4.58,2015,10.0,6,208,0.0,2.0,18.0,37.0,208,7,245,40
Marcus Mariota,8.0,76,222,4.52,36.0,,121.0,6.87,4.11,2015,10.0,1,2,0.0,7.0,11.0,26.0,2,2,5,93
Aundrae Allison,0.0,72,198,4.39,37.0,,127.0,,,2007,3.0,5,146,0.0,3.0,0.0,77.0,146,11,72,77
Dane Cruikshank,17.0,73,206,4.41,38.5,25.0,121.0,6.89,4.24,2018,NaN,,,1.0,0.0,6.0,60.0,152,36,246,44
James Williams,0.0,71,180,4.59,36.0,,123.0,7.22,4.16,2000,0.0,6,175,0.0,5.0,1.0,59.0,NA,27,286,41
Charles Sims,2.0,72,214,4.48,37.5,17.0,126.0,7.16,4.3,2014,17.0,3,69,0.0,5.0,1.0,46.0,69,6,86,70
Tre Flowers,17.0,75,200,4.45,34.5,18.0,122.0,,,2018,NaN,,,1.0,0.0,12.0,33.0,146,20,221,48
Chris Johnson,2.0,71,197,4.24,35.0,,130.0,,,2008,10.0,1,24,1.0,0.0,5.0,22.0,245,NA,NA,NA
Joe Barksdale,4.0,77,325,5.31,29.0,29.0,103.0,8.27,4.75,2011,23.0,3,92,0.0,2.0,3.0,1.0,92,13,139,63
Abdul Hodge,10.0,72,236,4.76,31.0,,108.0,7.09,4.3,2006,5.0,3,67,1.0,4.0,9.0,23.0,67,2,58,84
David Wilson,2.0,70,206,4.38,41.0,,132.0,7.09,4.12,2012,30.0,1,32,1.0,0.0,1.0,12.0,32,3,52,84
D.J. Chark,0.0,75,199,4.34,40.0,16.0,129.0,,,2018,NaN,,,NaN,NaN,0.0,1.0,61,6,48,84
Carlos Nuno,9.0,76,263,5.03,28.0,23.0,106.0,,,2000,NaN,,,NaN,NaN,NaN,NaN,,,,
Greg Lee,0.0,74,201,4.59,35.5,,114.0,6.8,4.09,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Wendell Smallwood,2.0,70,208,4.47,33.5,14.0,120.0,6.83,4.28,2016,8.0,5,153,0.0,5.0,1.0,46.0,153,13,175,57
Ezra Robinson,1.0,71,189,4.47,34.0,13.0,130.0,,,2017,NaN,,,NaN,NaN,6.0,73.0,NA,31,292,37
Amobi Okoye,5.0,74,302,5.07,30.0,29.0,111.0,7.46,,2007,16.0,1,10,1.0,1.0,4.0,22.0,10,1,13,95
Jeremy Thompson,3.0,76,264,4.75,32.0,25.0,117.0,6.97,4.23,2008,5.0,4,102,1.0,1.0,2.0,62.0,102,10,83,75
Jeff Mathews,8.0,76,223,5.26,25.5,,105.0,7.14,4.36,2014,NaN,,,NaN,NaN,NaN,NaN,,,,
Greg Little,0.0,74,231,4.51,40.5,27.0,129.0,6.8,4.21,2011,2.0,2,59,0.0,2.0,3.0,36.0,37,9,78,75
Dakota Dozier,7.0,76,313,5.42,24.0,23.0,101.0,8.14,4.89,2014,25.0,4,137,0.0,2.0,3.0,130.0,137,19,249,40
Mitch King,5.0,73,280,4.81,33.5,23.0,109.0,7.6,4.58,2009,NaN,,,NaN,NaN,2.0,0.0,NA,14,138,60
Derrick Nnadi,5.0,73,317,5.38,27.0,25.0,96.0,8.15,5.02,2018,NaN,,,1.0,1.0,4.0,5.0,75,7,60,79
Shane Olivea,4.0,75,302,5.29,29.0,,92.0,8.25,4.71,2004,31.0,7,209,0.0,2.0,3.0,2.0,209,14,178,57
Jeremy Leman,10.0,74,245,4.82,,26.0,,,,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Tony Ugoh,4.0,77,301,5.06,32.5,32.0,117.0,,,2007,22.0,2,42,0.0,2.0,3.0,21.0,42,4,60,82
Brian Rimpf,4.0,78,319,5.41,28.0,31.0,105.0,7.97,4.66,2004,1.0,7,246,0.0,2.0,3.0,77.0,246,9,112,68
Jarrett Boykin,0.0,74,217,4.62,36.0,11.0,123.0,7.12,4.28,2012,NaN,,,NaN,NaN,NaN,NaN,,,,
Brandon Wilds,2.0,73,220,4.54,36.5,21.0,118.0,7.08,4.33,2016,NaN,,,NaN,NaN,1.0,24.0,NA,17,224,49
Stanley Williams,2.0,67,190,4.51,36.0,18.0,121.0,6.86,4.18,2017,NaN,,,NaN,NaN,1.0,54.0,NA,30,319,34
Rod Kelly,3.0,77,254,4.93,28.5,20.0,114.0,7.93,4.55,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Ron Dugans,0.0,73,206,4.58,,,117.0,,,2000,12.0,3,66,0.0,3.0,0.0,5.0,66,NA,NA,NA
Ted Ginn,0.0,71,178,4.38,,,,,,2007,18.0,1,9,0.0,3.0,NaN,NaN,,,,
Marcus Henry,0.0,76,207,4.55,31.5,,126.0,7.08,4.3,2008,25.0,6,171,0.0,3.0,0.0,81.0,171,46,NA,30
Ronald Bartell,1.0,73,211,4.37,35.5,21.0,,,,2005,24.0,2,50,NaN,NaN,5.0,131.0,50,16,116,69
Marcus Allen,17.0,74,202,,37.0,15.0,127.0,,4.32,2018,NaN,,,0.0,5.0,12.0,15.0,148,7,113,69
Keyarris Garrett,0.0,75,220,4.53,36.5,14.0,128.0,7.3,4.33,2016,NaN,,,NaN,NaN,0.0,138.0,NA,27,196,53
Tim Massaquoi,9.0,75,259,4.85,,32.0,,,,2006,17.0,7,244,0.0,6.0,8.0,13.0,244,17,NA,38
Early Doucet,0.0,72,209,4.59,,,,,,2008,11.0,3,81,0.0,3.0,0.0,1.0,81,9,71,79
Drew Morgan,0.0,72,190,4.74,30.0,10.0,112.0,6.85,4.12,2017,NaN,,,NaN,NaN,0.0,21.0,NA,54,330,32
Jose Valdez,4.0,76,315,5.16,29.5,15.0,100.0,7.93,4.93,2009,NaN,,,NaN,NaN,3.0,21.0,NA,26,231,44
Rufus Alexander,6.0,73,228,4.79,35.0,25.0,117.0,7.06,4.3,2007,3.0,6,176,1.0,4.0,9.0,10.0,176,11,122,66
Omare Lowe,1.0,73,196,4.58,35.5,12.0,118.0,6.65,3.97,2002,18.0,5,161,1.0,0.0,5.0,35.0,161,NA,NA,NA
Jason Jones,3.0,77,273,4.76,25.5,18.0,123.0,7.29,4.32,2008,10.0,2,54,1.0,1.0,2.0,145.0,54,8,56,83
Trung Canidate,2.0,71,193,4.41,,18.0,,,,2000,24.0,1,31,0.0,5.0,1.0,60.0,31,NA,NA,NA
David Grinnage,9.0,77,248,4.9,29.5,,106.0,,,2016,NaN,,,NaN,NaN,8.0,43.0,NA,13,311,34
Riley Bullough,10.0,74,226,,31.5,20.0,116.0,,,2017,NaN,,,NaN,NaN,13.0,31.0,NA,19,287,37
Javon Rolland-Jones,18.0,74,253,4.88,,23.0,,,,2018,NaN,,,NaN,NaN,NaN,NaN,,,,
Mehdi Abdesmad,3.0,78,284,5.1,29.5,25.0,108.0,7.55,4.62,2016,NaN,,,NaN,NaN,2.0,37.0,NA,26,283,37
Will Allen-01,1.0,70,192,4.44,39.5,14.0,121.0,6.78,3.9,2001,30.0,1,22,NaN,NaN,NaN,NaN,,,,
Alan Bonner,0.0,70,193,4.59,33.0,14.0,117.0,,4.15,2013,16.0,6,195,0.0,3.0,0.0,165.0,195,23,188,53
Bruce Branch,1.0,70,192,4.53,35.0,,119.0,7.12,4.47,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Loni Fangupo,5.0,73,323,5.12,31.5,36.0,99.0,7.94,4.62,2012,NaN,,,NaN,NaN,4.0,55.0,NA,16,171,53
James Carpenter,4.0,76,321,5.22,,23.0,,,,2011,0.0,1,25,0.0,2.0,7.0,6.0,25,2,43,85
Jonathan Goff,10.0,74,245,4.63,31.5,28.0,118.0,6.86,4.26,2008,30.0,5,165,1.0,4.0,13.0,75.0,165,6,135,61
Mark Wilson,4.0,79,314,5.36,28.5,24.0,108.0,7.53,4.49,2004,28.0,5,151,0.0,6.0,3.0,25.0,151,17,205,52
Cory Peterson,0.0,74,195,4.75,32.5,,114.0,,,2000,NaN,,,NaN,NaN,NaN,NaN,,,,
Ra'Shede Hageman,5.0,78,310,4.92,35.5,32.0,114.0,7.87,4.5,2014,21.0,2,37,1.0,1.0,4.0,57.0,37,4,41,86
Lucas Nix,7.0,77,317,5.36,29.5,,102.0,7.81,4.9,2012,NaN,,,NaN,NaN,NaN,NaN,,,,
Cedric Griffin,11.0,72,199,4.51,35.5,17.0,125.0,6.84,4.1,2006,3.0,2,48,1.0,0.0,5.0,16.0,48,9,54,85
Phillip Thomas-02,11.0,72,208,4.65,35.0,14.0,122.0,,,2013,28.0,4,119,NaN,NaN,NaN,NaN,,,,
Tyrell Sutton,2.0,68,211,4.64,33.0,,114.0,6.94,4.32,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Shyrone Stith,2.0,67,204,4.6,35.0,13.0,111.0,7.14,4.14,2000,20.0,7,243,0.0,5.0,1.0,12.0,243,NA,NA,NA
Shawn Mills,0.0,72,180,4.51,34.5,,116.0,7.12,4.15,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Gilbert Gardner,6.0,73,229,4.65,,,,,,2004,22.0,3,69,1.0,4.0,9.0,47.0,69,11,156,60
Justin Beriault,11.0,75,204,4.52,39.5,14.0,132.0,6.92,3.8,2005,14.0,6,208,1.0,0.0,5.0,108.0,208,18,202,54
Mike Johnson,7.0,77,312,5.37,25.0,,91.0,8.15,5.01,2010,21.0,3,98,1.0,1.0,7.0,6.0,98,6,NA,65
Carl Davis,5.0,77,320,5.07,33.0,,103.0,7.91,4.47,2015,1.0,3,90,1.0,1.0,4.0,23.0,90,7,57,81
Ben Tate,2.0,71,220,4.34,40.5,26.0,124.0,6.91,4.12,2010,16.0,2,58,0.0,5.0,1.0,18.0,58,8,95,72
D'Qwell Jackson,10.0,72,230,4.73,37.0,19.0,116.0,7.05,4.36,2006,2.0,2,34,1.0,4.0,9.0,38.0,34,1,46,86
Stanley Havili,15.0,72,227,4.64,,,,,,2011,8.0,7,240,0.0,5.0,16.0,3.0,240,6,266,36
Darius Johnson,0.0,69,179,4.6,32.0,6.0,109.0,,4.53,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
Barrick Nealy,8.0,76,226,4.57,32.5,,114.0,6.94,4.26,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Wesley Johnson,13.0,77,297,5.11,29.0,26.0,111.0,7.4,4.64,2014,6.0,5,173,0.0,2.0,14.0,75.0,173,5,188,49
Clyde Gates,0.0,72,192,4.31,40.0,16.0,131.0,,,2011,18.0,4,111,0.0,3.0,NaN,NaN,,,,
Tony Washington-01,4.0,78,311,5.25,29.5,33.0,114.0,7.52,4.84,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Dylan McFarland,4.0,78,304,5.26,27.5,31.0,98.0,,,2004,7.0,7,207,0.0,2.0,3.0,110.0,207,25,344,33
Donald Thomas,7.0,75,303,5.0,24.5,28.0,100.0,7.45,4.78,2008,18.0,6,195,0.0,2.0,7.0,61.0,195,7,130,62
Taylor Whitley,7.0,76,321,5.18,30.0,28.0,106.0,7.95,4.58,2003,18.0,3,87,0.0,2.0,7.0,17.0,87,NA,NA,NA
Jalen Saunders,0.0,69,165,4.44,34.0,,122.0,,,2014,25.0,4,104,0.0,3.0,0.0,10.0,104,19,131,61
Jordan Beck,6.0,74,233,4.6,41.0,25.0,128.0,7.11,4.1,2005,21.0,3,90,1.0,4.0,9.0,118.0,90,12,168,60
Sean Smith,1.0,75,214,4.47,34.0,10.0,119.0,6.92,4.15,2009,18.0,2,61,1.0,0.0,2.0,87.0,101,NA,NA,NA
Anthony Hill,9.0,77,262,4.84,30.5,21.0,107.0,7.31,4.56,2009,16.0,4,122,0.0,6.0,8.0,43.0,122,10,149,59
Ortege Jenkins,8.0,73,234,4.82,34.5,,108.0,7.32,4.4,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Owen Marecic,15.0,72,248,4.87,28.5,22.0,102.0,7.1,4.56,2011,2.0,4,124,0.0,5.0,16.0,20.0,124,3,187,51
Aaron Jones,2.0,69,208,4.56,37.5,16.0,127.0,6.82,4.2,2017,5.0,5,182,0.0,5.0,1.0,84.0,182,29,300,36
Joshua Garnett,7.0,76,312,5.32,29.0,30.0,99.0,7.62,4.64,2016,4.0,1,28,0.0,2.0,7.0,20.0,28,1,50,81
Byron Hardmon,10.0,73,232,4.76,32.5,17.0,115.0,7.55,4.41,2003,NaN,,,NaN,NaN,NaN,NaN,,,,
Dexter Jackson,0.0,69,182,4.33,29.5,,122.0,6.81,4.38,2008,17.0,2,58,0.0,3.0,5.0,5.0,113,NA,NA,NA
Dennis Johnson,3.0,77,258,4.82,35.5,17.0,119.0,7.21,4.36,2002,11.0,3,98,1.0,4.0,2.0,54.0,98,NA,NA,NA
Corey Williams,5.0,76,313,5.18,28.0,25.0,106.0,7.97,4.55,2004,5.0,6,179,1.0,0.0,4.0,96.0,179,20,189,55
Steve Justice,13.0,75,293,5.24,21.0,23.0,98.0,7.4,4.58,2008,22.0,6,201,0.0,2.0,14.0,62.0,201,2,91,73
Steven Daniels,10.0,71,243,4.86,32.0,16.0,112.0,7.33,4.54,2016,28.0,7,232,1.0,4.0,13.0,37.0,232,15,238,46
Adrian Burnette,0.0,70,191,4.63,,,,,,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Courtney Taylor,0.0,74,204,4.5,36.0,,122.0,7.22,4.28,2007,0.0,6,197,0.0,3.0,0.0,18.0,197,16,125,66
Ovie Mughelli,15.0,73,255,4.73,31.5,,114.0,7.78,4.32,2003,1.0,4,134,0.0,5.0,1.0,62.0,134,NA,NA,NA
Marcus Bell-02,5.0,73,319,5.32,,17.0,98.0,8.07,4.71,2001,11.0,4,123,NaN,NaN,NaN,NaN,,,,
Sam Swank,16.0,72,193,4.95,,,,,,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Cie Grant,6.0,72,228,4.68,,,,,,2003,27.0,3,86,1.0,4.0,9.0,2.0,86,NA,NA,NA
David Clowney,0.0,72,188,4.36,32.5,,123.0,7.0,4.15,2007,5.0,5,157,0.0,3.0,0.0,12.0,157,13,102,71
Ryan Williams,2.0,69,212,4.59,40.0,19.0,123.0,6.96,4.18,2011,11.0,2,38,0.0,5.0,1.0,12.0,38,2,33,88
George Kittle,9.0,76,247,4.52,35.0,18.0,132.0,,,2017,4.0,5,146,0.0,6.0,8.0,23.0,146,10,123,68
Fred Davis,9.0,75,255,4.68,,24.0,,,,2008,28.0,2,48,0.0,6.0,8.0,3.0,48,2,43,86
Mike Jones,7.0,77,309,5.46,25.5,28.0,98.0,7.8,4.88,2007,NaN,,,1.0,1.0,2.0,0.0,32,NA,NA,NA
Adrian Awasom,3.0,76,279,4.93,32.5,23.0,107.0,7.57,4.4,2005,NaN,,,NaN,NaN,2.0,210.0,NA,31,335,31
J.R. Redmond,2.0,71,216,4.48,32.5,,121.0,,,2000,19.0,3,76,0.0,5.0,1.0,29.0,76,NA,NA,NA
Dak Prescott,8.0,74,226,4.79,32.5,,116.0,7.11,4.32,2016,14.0,4,135,0.0,7.0,11.0,30.0,135,12,230,48
Rashaad Reynolds,1.0,70,189,4.51,37.5,20.0,123.0,6.72,4.0,2014,NaN,,,NaN,NaN,6.0,51.0,NA,23,167,53
Phillip Thomas-01,11.0,71,198,4.68,33.0,14.0,122.0,,,2012,NaN,,,NaN,NaN,NaN,NaN,,,,
Robin Meadow,7.0,77,324,5.4,24.0,29.0,99.0,7.94,4.73,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Amba Etta-Tawo,0.0,73,208,4.49,31.0,14.0,126.0,6.95,4.32,2017,NaN,,,NaN,NaN,0.0,48.0,NA,24,182,55
Zach Latimer,10.0,74,237,4.78,34.0,19.0,109.0,7.27,4.45,2007,NaN,,,NaN,NaN,13.0,10.0,NA,13,293,31
David Sharpe,4.0,78,343,5.44,20.5,19.0,97.0,7.87,4.78,2017,23.0,4,129,0.0,2.0,7.0,4.0,129,8,168,58
Tyson Alualu,3.0,74,295,4.87,35.5,21.0,116.0,7.15,4.43,2010,20.0,1,10,1.0,1.0,4.0,25.0,10,5,34,89
Kindal Moorehead,3.0,74,285,5.0,32.0,22.0,104.0,7.71,4.57,2003,9.0,5,145,1.0,1.0,4.0,6.0,145,NA,NA,NA
Kenny Britt,0.0,75,218,4.47,37.0,23.0,124.0,,4.47,2009,10.0,1,30,0.0,3.0,0.0,67.0,30,6,34,88
Bruce Ellington,0.0,69,197,4.45,39.5,15.0,120.0,6.69,3.95,2014,4.0,4,106,0.0,3.0,0.0,24.0,106,10,58,79
Jerry Porter,0.0,74,221,4.48,,,,,,2000,23.0,2,47,0.0,3.0,0.0,46.0,47,NA,NA,NA
D'Anton Lynn,1.0,72,206,4.71,31.5,17.0,111.0,,,2012,NaN,,,NaN,NaN,NaN,NaN,,,,
Chris Chaloupka,8.0,74,216,4.96,,,,,,2000,NaN,,,NaN,NaN,NaN,NaN,,,,
Keith Pough,10.0,74,239,4.87,33.0,17.0,118.0,7.28,4.47,2013,NaN,,,NaN,NaN,10.0,131.0,NA,17,244,44
Chauncey Stovall,0.0,73,221,4.62,,,,,,2005,NaN,,,NaN,NaN,0.0,0.0,NA,33,253,46
Andre Chachere,1.0,72,200,4.49,38.0,13.0,123.0,6.78,4.07,2018,NaN,,,NaN,NaN,6.0,88.0,NA,37,250,43
Bruce Johnson,1.0,69,170,4.42,34.5,6.0,125.0,6.71,4.05,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
David Terrell,0.0,75,213,4.43,,,,,,2001,26.0,1,8,0.0,3.0,5.0,84.0,191,NA,NA,NA
Jabari Holloway,9.0,74,253,4.91,38.5,20.0,113.0,7.14,4.4,2001,19.0,4,119,0.0,6.0,8.0,11.0,119,NA,NA,NA
Cory Rodgers,0.0,72,188,4.58,33.5,,110.0,7.37,4.19,2006,5.0,4,104,0.0,3.0,0.0,49.0,104,19,NA,58
Matt Beck,10.0,75,234,4.65,,,,,,2000,NaN,,,NaN,NaN,NaN,NaN,,,,
Brad Wing,14.0,74,205,4.86,,,,,,2013,NaN,,,NaN,NaN,15.0,1.0,NA,1,205,50
Tahir Whitehead,6.0,73,233,4.62,37.0,21.0,124.0,7.14,4.37,2012,15.0,5,138,1.0,4.0,10.0,80.0,138,25,NA,30
Jermaine Whitehead,11.0,71,197,4.59,37.0,15.0,128.0,6.95,4.11,2015,NaN,,,NaN,NaN,12.0,18.0,NA,19,268,38
Jalen Parmele,2.0,71,224,4.47,34.0,19.0,125.0,6.96,4.29,2008,18.0,6,176,0.0,5.0,1.0,89.0,176,21,NA,33
Landon Collins,12.0,72,228,4.53,35.0,,120.0,7.38,4.33,2015,30.0,2,33,1.0,0.0,12.0,6.0,33,1,33,88
Mathias Kiwanuka,3.0,78,266,4.7,32.0,17.0,120.0,7.27,4.13,2006,30.0,1,32,1.0,1.0,2.0,37.0,32,4,33,89
Sean Lee,10.0,74,236,4.71,37.5,24.0,120.0,,,2010,14.0,2,55,1.0,4.0,13.0,15.0,55,2,43,87
Mike Humpal,6.0,74,244,4.82,31.0,20.0,119.0,7.07,4.25,2008,6.0,6,188,1.0,4.0,10.0,23.0,188,26,NA,30
Gerris Wilkinson,10.0,75,233,4.66,39.0,19.0,122.0,7.21,4.17,2006,30.0,3,96,1.0,4.0,9.0,44.0,96,3,88,74
Dustin Colquitt,14.0,74,211,4.88,,,,,,2005,29.0,3,99,2.0,8.0,15.0,9.0,99,1,127,67
Tommy Kelly,3.0,78,294,4.87,25.0,24.0,105.0,7.79,4.45,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Justin Forsett,2.0,68,194,4.62,26.5,26.0,112.0,6.96,,2008,0.0,7,233,0.0,5.0,1.0,25.0,233,15,NA,55
Sunny Harris,5.0,76,298,4.88,25.5,28.0,106.0,8.18,4.87,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Stephen McGee,8.0,75,225,4.61,33.0,,112.0,7.34,4.49,2009,14.0,4,101,0.0,7.0,11.0,17.0,101,7,172,54
Jason Hebert,11.0,71,190,4.63,35.5,15.0,118.0,7.12,3.88,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Josh Adams,2.0,74,213,,,18.0,,,,2018,NaN,,,NaN,NaN,1.0,11.0,NA,16,196,54
Jon Asamoah,7.0,76,305,5.07,,,,,,2010,29.0,3,68,0.0,2.0,7.0,45.0,68,2,45,86
Maurice Stovall,0.0,76,217,4.57,35.0,,122.0,6.81,4.14,2006,17.0,3,90,0.0,3.0,0.0,11.0,90,5,57,84
Jake Matthews,4.0,77,308,5.07,30.5,24.0,105.0,7.34,4.47,2014,21.0,1,6,0.0,2.0,3.0,17.0,6,2,5,95
James Jones,0.0,73,207,4.54,34.0,22.0,119.0,7.06,4.2,2007,5.0,3,78,1.0,1.0,1.0,4.0,13,NA,NA,NA
Gabe Watson,5.0,75,339,5.27,25.0,36.0,96.0,8.28,4.8,2006,11.0,4,107,1.0,1.0,4.0,13.0,107,3,41,87
Chris Smith,6.0,73,266,4.66,37.0,28.0,121.0,7.55,4.46,2014,20.0,5,159,0.0,6.0,2.0,21.0,159,10,112,65
Josh Carraway,3.0,75,242,4.74,29.5,25.0,120.0,7.2,4.44,2017,10.0,7,227,1.0,4.0,10.0,49.0,227,8,157,59
Brandon Spoon,10.0,74,245,4.75,35.5,33.0,110.0,7.3,4.15,2001,7.0,4,110,1.0,4.0,9.0,28.0,110,NA,NA,NA
Shaun Cody,5.0,76,293,5.05,,34.0,,,,2005,15.0,2,37,1.0,1.0,2.0,3.0,37,2,21,92
Gerald Cadogan,4.0,77,309,4.99,25.0,26.0,95.0,8.05,4.8,2009,NaN,,,NaN,NaN,3.0,0.0,NA,11,97,70
James Hall,3.0,74,271,5.03,32.0,,111.0,7.86,4.51,2000,NaN,,,NaN,NaN,NaN,NaN,,,,
James Hurst,4.0,77,296,5.59,,,,,,2014,NaN,,,NaN,NaN,3.0,28.0,NA,15,177,51
John Frank,3.0,76,280,4.78,37.0,32.0,117.0,7.07,4.27,2000,NaN,,,1.0,1.0,2.0,32.0,178,NA,NA,NA
Clarence Farmer,2.0,72,231,4.68,34.5,25.0,120.0,7.44,4.25,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
